,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
369,2460,建通,"1,621,342",882,"44,488,190",27.25,27.70,27.15,27.40,-,0.2,27.35,8,27.40,7,0.00
370,2461,光群雷,"1,953,879",753,"35,347,850",17.70,18.65,17.60,18.60,+,0.95,18.55,20,18.60,41,0.00
371,2462,良得電,"139,948",103,"3,962,507",28.10,28.80,27.90,27.95,+,0.15,27.90,5,27.95,7,26.12
372,2464,盟立,"1,706,732","1,002","77,513,326",45.95,45.95,45.15,45.35,-,0.5,45.35,1,45.40,9,18.36
373,2465,麗臺,"3,004,186","1,633","83,604,860",28.50,28.50,27.35,27.50,-,0.05,27.50,65,27.55,43,0.00
374,2466,冠西電,"78,001",46,"2,671,934",34.30,34.40,34.10,34.20,-,0.05,34.10,2,34.30,4,114.00
375,2467,志聖,"2,509,266","1,717","117,990,991",47.00,47.35,46.50,47.00,+,1.0,47.00,391,47.05,32,15.99
376,2468,華經,"51,153",28,"667,396",13.00,13.10,13.00,13.05, ,0.0,13.00,20,13.05,9,16.95
377,2471,資通,"638,775",412,"18,736,860",29.50,29.80,29.00,29.05,-,0.05,29.05,1,29.10,22,14.10
378,2472,立隆電,"3,498,011","2,455","273,075,030",78.00,79.00,77.10,77.90,+,1.4,77.80,79,77.90,33,15.58
379,2474,可成,"1,368,029","1,048","264,708,632",195.50,195.50,192.50,193.00,-,1.0,193.00,3,193.50,17,13.73
380,2476,鉅祥,"1,395,842",759,"41,206,939",29.20,30.00,29.15,29.35,+,0.35,29.30,7,29.35,21,23.67
381,2477,美隆電,"977,903",632,"30,538,960",30.70,31.85,30.70,30.80,+,0.4,30.80,8,30.95,1,21.84
382,2478,大毅,"1,351,769",874,"108,574,037",81.20,81.20,79.50,79.80,-,0.6,79.80,51,79.90,2,16.59
383,2480,敦陽科,"304,899",294,"21,361,944",70.00,70.20,69.90,70.20,+,0.1,70.10,14,70.20,47,15.00
384,2481,強茂,"13,736,717","8,164","704,250,622",49.85,52.80,49.65,51.40,+,2.7,51.40,67,51.50,22,20.24
385,2482,連宇,"90,682",94,"937,515",10.35,10.40,10.25,10.35,-,0.05,10.30,13,10.35,1,0.00
386,2483,百容,"465,223",163,"9,635,199",20.65,20.90,20.40,20.90,+,0.5,20.85,38,20.90,15,23.75
387,2484,希華,"6,461,058","2,618","162,372,835",25.35,25.45,24.60,24.60,-,0.5,24.60,65,24.65,27,28.28
388,2485,兆赫,"382,232",300,"6,893,675",18.00,18.15,17.85,18.05,+,0.1,18.05,11,18.10,43,0.00
389,2486,一詮,"31,156,191","9,876","680,906,339",20.85,22.15,20.50,22.15,+,2.0,22.15,329,--,0,0.00
390,2488,漢平,"147,446",161,"4,453,376",30.00,30.30,30.00,30.30,+,0.4,30.25,6,30.35,8,13.35
391,2489,瑞軒,"2,149,206",792,"26,863,526",12.60,12.60,12.40,12.50,+,0.05,12.45,81,12.50,148,0.00
392,2491,吉祥全,"382,328",240,"4,970,938",12.85,13.20,12.70,12.85,+,0.1,12.80,16,12.85,7,2.47
393,2492,華新科,"8,765,505","6,911","2,110,201,399",245.50,246.00,238.00,238.50,-,3.5,238.50,135,239.00,19,17.47
394,2493,揚博,"990,090",678,"35,402,617",35.75,35.90,35.60,35.80,+,0.8,35.75,1,35.80,19,14.26
395,2495,普安,"186,531",117,"2,194,979",11.75,11.80,11.75,11.75, ,0.0,11.80,2,11.85,14,0.00
396,2496,卓越,"73,530",87,"4,110,317",55.90,55.90,55.90,55.90,+,5.0,55.90,233,--,0,14.95
397,2497,怡利電,"243,213",168,"8,198,338",33.40,34.20,33.40,33.75,+,0.55,33.75,1,33.85,2,0.00
398,2498,宏達電,"4,368,051","2,397","124,418,898",28.35,28.70,28.20,28.50,+,0.45,28.50,8,28.55,29,0.00
399,2501,國建,"1,308,315",602,"25,751,345",19.60,19.80,19.55,19.65,+,0.1,19.65,3,19.70,13,17.70
400,2504,國產,"5,267,042","1,835","131,915,846",25.35,25.45,24.75,24.90,-,0.35,24.85,16,24.90,26,12.84
401,2505,國揚,"4,593,848","2,637","176,555,625",39.50,39.50,38.00,38.15,-,1.35,38.15,17,38.20,11,5.50
402,2506,太設,"409,219",161,"4,071,046",9.95,9.98,9.92,9.95, ,0.0,9.95,1,9.97,151,0.00
403,2509,全坤建,"2,166,057","1,385","44,264,216",20.80,21.05,20.00,20.40,-,0.4,20.40,1,20.45,2,35.79
404,2511,太子,"555,918",282,"6,240,976",11.25,11.30,11.15,11.20,-,0.05,11.20,33,11.25,36,38.62
405,2514,龍邦,"123,053",80,"1,793,222",14.70,14.70,14.55,14.60,-,0.05,14.55,12,14.60,4,52.14
406,2515,中工,"4,273,698","1,220","38,527,162",9.00,9.05,8.98,9.00,+,0.04,9.00,92,9.01,10,26.47
407,2516,新建,"82,279",71,"408,477",4.96,5.00,4.94,4.98, ,0.0,4.98,1,4.99,2,0.00
408,2520,冠德,"2,853,940","1,572","105,776,303",37.50,37.55,36.90,36.95,-,0.4,36.95,52,37.00,3,9.17
409,2524,京城,"54,779",45,"1,957,480",36.00,36.10,35.50,35.65,-,0.25,35.60,1,35.65,11,7.75
410,2527,宏璟,"478,288",264,"10,123,404",21.00,21.25,21.00,21.25,+,0.3,21.20,1,21.25,36,17.00
411,2528,皇普,"65,050",21,"1,496,500",23.05,23.05,22.90,23.00, ,0.0,23.00,4,23.05,4,0.00
412,2530,華建,"1,001,451",322,"14,512,010",14.55,14.70,14.40,14.40,-,0.15,14.40,85,14.45,3,0.00
413,2534,宏盛,"475,961",427,"9,061,758",19.00,19.10,18.95,19.05,+,0.05,19.00,39,19.05,40,14.88
414,2535,達欣工,"984,310",502,"26,263,523",26.80,26.80,26.60,26.60,-,0.2,26.60,158,26.65,24,9.05
415,2536,宏普,"123,749",58,"2,793,777",22.50,22.65,22.50,22.55,+,0.05,22.50,27,22.55,12,10.74
416,2537,聯上發,"1,169,958",393,"11,267,569",9.65,9.75,9.52,9.56,-,0.05,9.54,21,9.56,35,56.24
417,2538,基泰,"446,213",172,"4,499,759",10.10,10.20,10.05,10.05,-,0.05,10.05,69,10.10,57,0.00
418,2539,櫻花建,"295,681",157,"9,436,573",31.95,32.00,31.80,31.90,-,0.05,31.90,26,31.95,63,13.57
419,2540,愛山林,"35,080",21,"2,309,222",67.00,67.00,65.40,65.40,-,1.2,65.40,8,66.00,7,14.63
420,2542,興富發,"2,455,753","1,651","111,943,727",45.60,45.90,45.45,45.45,+,0.05,45.45,28,45.50,14,16.71
421,2543,皇昌,"36,088",22,"254,091",6.96,7.11,6.96,6.99,+,0.01,6.99,15,7.09,5,38.83
422,2545,皇翔,"212,253",100,"7,822,596",36.90,37.00,36.70,36.75,-,0.15,36.75,2,36.80,6,8.37
423,2546,根基,"535,344",321,"26,982,960",49.45,51.00,49.45,50.60,+,1.15,50.60,2,50.70,12,11.19
424,2547,日勝生,"951,107",388,"10,770,777",11.30,11.40,11.25,11.30,+,0.1,11.30,13,11.35,94,29.74
425,2548,華固,"833,193",544,"74,847,280",90.50,90.50,89.30,89.60,-,0.3,89.50,43,89.60,29,10.90
426,2597,潤弘,"380,218",321,"33,931,700",89.60,92.50,86.60,87.30,-,2.3,87.20,4,87.40,6,15.53
427,2601,益航,"7,203,078","2,092","75,312,139",10.55,10.60,10.35,10.40, ,0.0,10.40,71,10.45,117,0.00
428,2603,長榮,"161,741,357","42,776","6,198,753,600",38.45,38.85,37.80,38.05,-,0.35,38.00,527,38.05,42,17.14
429,2605,新興,"4,521,141","1,695","89,936,115",19.90,20.10,19.65,19.95, ,0.0,19.95,42,20.00,164,16.76
430,2606,裕民,"5,710,759","2,734","207,774,747",36.50,36.80,35.65,36.50,-,0.2,36.50,"1,589",36.55,11,28.29
431,2607,榮運,"2,908,903","1,186","50,880,642",17.60,17.65,17.35,17.35,-,0.5,17.35,105,17.40,8,24.10
432,2608,嘉里大榮,"64,931",75,"2,807,903",43.40,43.40,43.20,43.25,+,0.1,43.25,23,43.30,6,14.09
433,2609,陽明,"185,820,228","43,652","5,214,793,372",27.75,28.65,27.35,28.00,+,0.4,27.95,646,28.00,326,84.85
434,2610,華航,"154,304,230","30,938","2,161,861,371",14.05,14.25,13.80,13.80,-,0.45,13.80,"7,768",13.85,283,0.00
435,2611,志信,"799,603",284,"8,202,706",10.40,10.40,10.15,10.20,-,0.1,10.15,23,10.20,86,0.00
436,2612,中航,"510,383",342,"17,308,690",34.20,34.20,33.60,33.95,-,0.25,33.80,9,34.00,23,17.50
437,2613,中櫃,"162,626",130,"2,979,243",18.45,18.50,18.20,18.35,-,0.05,18.35,16,18.40,5,79.78
438,2614,東森,"1,360,240",571,"23,005,291",16.90,16.95,16.85,16.95,+,0.05,16.95,43,17.00,318,12.94
439,2615,萬海,"17,476,763","7,770","823,805,490",47.20,47.95,46.50,47.00,-,0.5,46.85,3,47.00,21,21.96
440,2616,山隆,"174,240",245,"5,665,623",32.50,32.55,32.45,32.50,+,0.05,32.45,15,32.50,20,12.26
441,2617,台航,"2,582,410",934,"51,897,698",20.45,20.50,19.90,20.15,-,0.3,20.10,46,20.15,44,16.79
442,2618,長榮航,"43,800,093","11,263","658,248,799",15.20,15.30,14.90,14.95,-,0.4,14.90,"2,023",14.95,390,0.00
443,2630,亞航,"30,420",28,"523,228",16.95,17.40,16.95,17.35,+,0.4,17.00,2,17.40,31,54.22
444,2633,台灣高鐵,"4,009,405","1,666","123,261,795",30.90,30.90,30.60,30.75, ,0.0,30.70,15,30.75,978,29.57
445,2634,漢翔,"3,238,237","1,880","95,515,257",29.90,29.90,29.30,29.35,-,0.4,29.35,16,29.40,11,38.62
446,2636,台驊投控,"12,284,940","6,899","586,490,488",48.10,49.50,46.60,47.90,+,0.2,47.75,2,47.90,64,10.35
447,2637,慧洋-KY,"3,066,141","1,375","88,032,801",28.65,28.85,28.50,28.85,+,0.2,28.85,13,28.90,139,192.33
448,2642,宅配通,"1,379,920",830,"45,180,205",32.50,33.10,32.45,32.90,-,0.65,32.90,28,33.00,1,15.02
449,2701,萬企,"544,493",179,"6,467,724",12.00,12.10,11.80,11.85,-,0.1,11.85,3,11.90,13,27.56
450,2702,華園,"86,500",75,"1,525,149",17.90,17.90,17.30,17.45,-,0.05,17.25,3,17.45,1,0.00
451,2704,國賓,"156,970",181,"4,796,417",31.00,31.00,30.05,30.25,-,0.5,30.25,29,30.30,5,112.04
452,2705,六福,"228,802",194,"4,968,046",21.70,21.85,21.70,21.75,+,0.05,21.70,13,21.75,41,0.00
453,2706,第一店,"51,060",67,"712,100",14.00,14.00,13.90,13.95, ,0.0,13.95,9,14.00,109,42.27
454,2707,晶華,"615,954",597,"94,133,527",155.00,155.00,151.50,152.00,-,2.5,152.00,9,152.50,9,25.38
455,2712,遠雄來,"78,000",68,"2,988,250",38.60,39.00,38.05,38.60, ,0.0,38.30,1,38.65,1,59.38
456,2722,夏都,"51,078",38,"1,563,593",31.35,31.35,30.10,30.30,-,0.65,30.25,1,30.40,1,38.35
457,2723,美食-KY,"670,209",540,"106,431,256",159.50,160.00,156.50,160.00,+,2.0,159.50,12,160.00,77,34.71
458,2727,王品,"2,037,042","1,817","339,215,267",167.50,168.50,163.50,168.00,-,0.5,167.50,2,168.00,38,52.01
459,2731,雄獅,"7,435,318","5,332","742,417,076",105.00,106.00,96.10,98.00,-,2.0,97.70,2,98.00,9,0.00
460,2739,寒舍,"240,100",137,"6,145,044",25.40,26.00,25.25,25.45,+,0.25,25.45,12,25.50,13,0.00
461,2748,雲品,"74,581",58,"3,284,442",43.95,44.20,43.85,44.15,-,0.1,44.10,2,44.15,7,31.09
462,2801,彰銀,"5,896,176","2,018","102,320,756",17.40,17.40,17.30,17.40,+,0.05,17.35,16,17.40,533,25.59
463,2809,京城銀,"1,179,125",689,"46,026,109",39.25,39.25,38.80,39.00,-,0.25,38.95,49,39.00,5,7.94
464,2812,台中銀,"9,876,094","3,901","113,305,584",11.45,11.55,11.40,11.50,+,0.05,11.45,280,11.50,"1,079",11.86
465,2816,旺旺保,"659,279",282,"14,032,449",21.35,21.40,21.10,21.25,-,0.1,21.25,9,21.30,5,7.04
466,2820,華票,"1,245,214",594,"19,307,606",15.50,15.55,15.45,15.50, ,0.0,15.45,189,15.50,3,13.14
467,2823,中壽,"12,261,840","3,872","290,793,035",23.60,23.90,23.50,23.80,+,0.2,23.75,21,23.80,322,7.23
468,2832,台產,"493,541",270,"10,511,256",21.50,21.50,21.15,21.40,-,0.05,21.35,6,21.40,40,11.38
469,2834,臺企銀,"15,415,717","3,869","149,402,646",9.66,9.71,9.65,9.70,+,0.07,9.69,27,9.70,182,15.16
470,2836,高雄銀,"1,181,287",425,"11,922,110",10.15,10.20,10.00,10.10,+,0.05,10.05,35,10.10,18,14.03
471,2836A,高雄銀甲特,"12,245",8,"278,573",22.75,22.75,22.75,22.75, ,0.0,22.70,12,22.80,1,0.00
472,2838,聯邦銀,"1,438,041",508,"15,549,557",10.85,10.90,10.75,10.80,-,0.05,10.80,6,10.85,98,10.59
473,2838A,聯邦銀甲特,"111,330",45,"5,874,548",52.60,52.80,52.60,52.80,+,0.1,52.80,13,52.90,37,0.00
474,2841,台開,"1,437,748",553,"9,988,155",6.97,6.98,6.93,6.93, ,0.0,6.93,38,6.95,45,0.00
475,2845,遠東銀,"2,645,356",914,"28,526,702",10.80,10.85,10.75,10.75,-,0.05,10.75,47,10.80,369,12.65
476,2849,安泰銀,"50,211",32,"753,618",15.25,15.25,14.95,15.05,-,0.05,15.00,9,15.05,22,14.75
477,2850,新產,"192,304",136,"7,590,457",39.90,39.90,39.30,39.50,-,0.35,39.45,1,39.50,6,7.38
478,2851,中再保,"583,720",407,"14,150,685",24.35,24.40,24.15,24.20,-,0.25,24.20,14,24.25,50,9.53
479,2852,第一保,"370,895",158,"5,013,084",13.50,13.60,13.45,13.50, ,0.0,13.50,69,13.55,25,12.50
480,2855,統一證,"2,612,569",904,"52,787,547",20.35,20.35,20.05,20.20,-,0.1,20.15,481,20.20,52,10.92
481,2867,三商壽,"4,256,442","1,079","36,739,011",8.65,8.66,8.59,8.64,+,0.03,8.63,35,8.64,112,9.00
482,2880,華南金,"10,433,610","4,968","190,420,332",18.25,18.30,18.20,18.30, ,0.0,18.25,118,18.30,"1,380",30.00
483,2881,富邦金,"38,119,976","11,175","2,046,349,629",53.60,54.00,53.20,54.00,+,0.3,53.90,155,54.00,"1,103",8.50
484,2881A,富邦特,"2,192,657",192,"136,014,352",62.00,62.10,62.00,62.10, ,0.0,62.00,592,62.10,408,0.00
485,2881B,富邦金乙特,"12,005",17,"744,612",62.00,62.10,62.00,62.10, ,0.0,62.00,30,62.10,60,0.00
486,2882,國泰金,"56,789,711","17,293","2,526,806,882",44.35,44.75,44.15,44.55,+,0.25,44.50,159,44.55,905,8.74
487,2882A,國泰特,"199,218",35,"12,311,446",61.80,61.80,61.70,61.80, ,0.0,61.70,176,61.80,101,0.00
488,2882B,國泰金乙特,"29,701",30,"1,844,947",62.10,62.30,62.00,62.30,X,0.0,62.00,5,62.20,6,0.00
489,2883,開發金,"93,167,708","15,533","912,468,008",9.78,9.84,9.75,9.80,+,0.1,9.80,526,9.81,"1,037",13.07
490,2884,玉山金,"41,284,489","13,981","1,072,264,207",25.95,26.20,25.85,26.00,+,0.3,25.95,383,26.00,"4,347",17.93
491,2885,元大金,"26,193,138","6,232","570,189,131",21.65,21.90,21.60,21.85,+,0.2,21.80,60,21.85,"1,902",11.62
492,2886,兆豐金,"27,346,457","10,510","835,745,433",30.60,30.65,30.40,30.60, ,0.0,30.55,159,30.60,854,16.54
493,2887,台新金,"16,421,647","3,624","217,323,926",13.20,13.30,13.15,13.20, ,0.0,13.20,"1,786",13.25,154,10.65
494,2887E,台新戊特,"99,718",32,"5,286,276",53.10,53.10,52.90,53.10,+,0.1,53.10,26,53.20,5,0.00
495,2887F,台新戊特二,"7,359",14,"380,516",51.70,51.80,51.70,51.80, ,0.0,51.70,1,51.80,20,0.00
496,2888,新光金,"121,953,752","15,216","1,067,277,416",8.79,8.79,8.70,8.76,+,0.09,8.75,439,8.76,568,8.11
497,2888A,新光金甲特,"50,416",36,"2,172,673",43.05,43.15,43.05,43.10,+,0.05,43.10,2,43.15,23,0.00
498,2888B,新光金乙特,"106,933",75,"4,480,530",41.95,41.95,41.85,41.90, ,0.0,41.90,48,41.95,52,0.00
499,2889,國票金,"23,296,581","6,488","350,165,815",14.70,15.20,14.70,15.15,+,0.5,15.10,469,15.15,703,14.71
500,2890,永豐金,"26,405,124","5,465","317,214,401",11.95,12.10,11.95,12.05,+,0.1,12.00,"2,303",12.05,753,11.16
501,2891,中信金,"53,403,957","14,178","1,129,091,708",21.10,21.30,21.00,21.20,+,0.1,21.15,462,21.20,"3,655",10.39
502,2891B,中信金乙特,"37,905",23,"2,409,155",62.80,63.70,62.80,63.70, ,0.0,63.20,2,63.60,20,0.00
503,2891C,中信金丙特,"36,602",23,"2,254,980",61.50,61.80,61.50,61.80, ,0.0,61.40,1,61.70,10,0.00
504,2892,第一金,"18,695,574","6,696","403,133,469",21.50,21.65,21.45,21.60,+,0.1,21.55,580,21.60,148,16.00
505,2897,王道銀行,"2,691,613",642,"18,783,838",6.98,7.01,6.95,6.97, ,0.0,6.96,24,6.97,27,19.91
506,2897A,王道銀甲特,"40,097",15,"408,989",10.20,10.20,10.20,10.20, ,0.0,10.15,122,10.20,5,0.00
507,2901,欣欣,"27,215",62,"653,328",24.05,24.10,23.90,23.90,-,0.15,23.90,3,24.00,3,77.10
508,2903,遠百,"884,064",490,"20,490,053",23.20,23.25,23.00,23.15,-,0.05,23.15,12,23.20,11,17.67
509,2904,匯僑,"121,115",89,"3,284,707",27.10,27.25,27.05,27.10, ,0.0,27.05,15,27.10,3,11.99
510,2905,三商,"826,997",458,"17,375,473",20.95,21.15,20.85,20.95,+,0.1,20.95,14,21.00,13,11.77
511,2906,高林,"278,430",110,"4,195,815",15.10,15.35,15.00,15.05,-,0.05,15.05,10,15.15,7,752.50
512,2908,特力,"101,191",55,"2,667,278",26.40,26.45,26.20,26.40,+,0.1,26.30,14,26.40,6,16.92
513,2910,統領,"14,017",17,"457,696",32.70,32.85,32.25,32.25,-,0.5,32.25,1,32.35,2,56.58
514,2911,麗嬰房,"217,870",205,"1,553,231",7.20,7.20,7.06,7.11,-,0.04,7.11,1,7.16,3,0.00
515,2912,統一超,"3,909,933","2,856","1,088,764,999",276.50,281.00,276.00,279.00,+,4.0,278.50,4,279.00,5,28.32
516,2913,農林,"997,361",489,"16,939,127",16.95,17.05,16.90,17.00,+,0.05,17.00,12,17.05,120,0.00
517,2915,潤泰全,"3,001,649","1,616","234,970,244",78.50,78.80,77.60,78.00,-,0.5,77.90,7,78.00,12,6.39
518,2923,鼎固-KY,"882,625",328,"33,348,976",35.95,39.50,35.80,39.05,+,3.1,39.05,4,39.35,2,0.00
519,2929,淘帝-KY,"2,435,314","1,111","33,636,827",14.10,14.50,13.40,13.40,-,0.15,13.35,39,13.40,3,0.00
520,2936,客思達-KY,"16,000",13,"316,550",20.00,20.00,19.70,19.80,-,0.2,19.70,2,19.75,3,14.89
521,2939,凱羿-KY,"89,000",54,"3,096,900",36.00,36.00,34.00,34.00,-,2.4,34.00,3,34.05,3,0.00
522,3002,歐格,"130,177",71,"1,490,985",11.55,11.55,11.40,11.40, ,0.0,11.40,1,11.45,6,17.01
523,3003,健和興,"1,097,403",802,"59,558,817",54.20,55.10,53.70,53.90,+,0.5,53.90,11,54.00,2,23.33
524,3004,豐達科,"203,045",192,"12,313,156",60.00,61.70,59.80,61.50,+,1.7,61.50,4,61.70,2,53.95
525,3005,神基,"4,750,594","2,552","292,639,570",61.60,62.40,60.80,61.90,+,0.1,61.90,11,62.00,160,14.16
526,3006,晶豪科,"16,152,874","9,445","1,383,933,046",86.50,87.40,84.20,84.50,-,0.6,84.50,56,84.60,8,21.34
527,3008,大立光,"882,615","4,272","3,077,292,650","3,530.00","3,550.00","3,435.00","3,435.00",-,90.0,"3,435.00",6,"3,440.00",1,18.78
528,3010,華立,"444,195",426,"35,180,258",79.00,79.50,78.70,79.40,+,0.7,79.30,9,79.40,30,10.63
529,3011,今皓,"465,042",116,"3,112,377",6.76,6.80,6.65,6.66,-,0.1,6.66,1,6.69,3,0.00
530,3013,晟銘電,"504,403",207,"7,076,422",14.10,14.15,13.90,13.90,-,0.3,13.90,21,14.00,8,13.37
531,3014,聯陽,"4,317,263","3,272","376,139,483",87.70,88.50,86.30,86.60,-,0.6,86.60,9,86.70,1,14.91
532,3015,全漢,"1,490,453",956,"69,913,207",47.10,47.50,46.50,46.60,-,0.3,46.60,3,46.65,1,15.03
533,3016,嘉晶,"802,088",532,"54,152,445",67.80,68.00,67.00,67.40,+,0.3,67.30,4,67.40,8,0.00
534,3017,奇鋐,"4,166,643","2,806","256,348,140",62.20,62.40,61.10,61.30,-,0.1,61.30,254,61.40,5,12.82
535,3018,同開,"95,693",122,"1,523,015",16.00,16.00,15.80,15.80,-,0.1,15.75,5,15.90,12,0.00
536,3019,亞光,"10,551,748","7,262","954,129,140",90.00,91.50,89.50,90.40,+,1.2,90.40,12,90.50,27,82.94
537,3021,鴻名,"155,999",74,"2,433,283",15.75,15.75,15.55,15.60, ,0.0,15.50,18,15.65,5,14.05
538,3022,威強電,"290,744",230,"15,614,331",53.70,54.30,53.30,53.60,-,0.1,53.50,7,53.60,2,13.67
539,3023,信邦,"1,199,639","1,099","322,604,509",262.50,271.50,262.50,270.00,+,8.0,270.00,43,270.50,12,32.22
540,3024,憶聲,"7,352,280","1,969","82,137,128",10.60,11.50,10.55,11.00,+,0.45,11.00,50,11.15,5,47.83
541,3025,星通,"14,498,717","7,289","475,975,398",32.10,33.55,31.95,33.50,+,1.4,33.45,1,33.50,280,30.73
542,3026,禾伸堂,"570,176",484,"66,313,742",116.00,117.00,115.50,117.00,+,2.0,116.50,8,117.00,55,14.08
543,3027,盛達,"2,450,561","1,173","54,946,609",21.75,23.00,21.60,22.75,+,0.95,22.75,26,22.80,98,49.46
544,3028,增你強,"4,082,164","1,757","99,531,000",24.30,24.60,24.20,24.50,+,0.2,24.45,22,24.50,249,14.76
545,3029,零壹,"1,965,953","1,229","86,839,423",44.50,44.80,43.85,43.95,+,0.05,43.95,23,44.00,22,12.49
546,3030,德律,"336,563",298,"19,440,049",58.00,58.10,57.50,57.80,-,0.2,57.70,16,57.90,13,12.48
547,3031,佰鴻,"284,200",165,"4,516,270",15.95,16.05,15.80,15.80,-,0.05,15.80,27,15.85,24,19.27
548,3032,偉訓,"1,136,692",734,"53,056,636",46.70,47.35,46.35,46.45,-,1.05,46.40,58,46.45,6,11.61
549,3033,威健,"816,642",462,"15,947,190",19.60,19.60,19.45,19.55,-,0.05,19.50,7,19.55,33,12.86
550,3034,聯詠,"6,894,514","5,779","3,313,318,318",486.50,486.50,475.50,477.00,+,3.5,477.00,46,477.50,24,24.56
551,3035,智原,"1,575,099","1,259","78,811,114",49.95,50.30,49.70,50.10,+,0.6,50.10,10,50.20,32,46.39
552,3036,文曄,"1,564,156",835,"70,425,452",45.00,45.20,44.90,45.00,+,0.15,44.95,5,45.00,65,10.95
553,3036A,文曄甲特,"339,776",77,"16,139,882",47.55,47.55,47.45,47.50,-,0.05,47.50,12,47.55,2,0.00
554,3037,欣興,"22,306,922","13,900","1,978,585,916",87.70,89.70,87.60,88.70,+,2.1,88.60,115,88.70,20,23.84
555,3038,全台,"2,031,035",808,"39,571,826",19.50,19.65,19.35,19.40,+,0.05,19.40,28,19.45,27,12.12
556,3040,遠見,"455,218",292,"20,294,598",44.80,45.00,44.15,44.90,+,0.05,44.85,1,44.90,2,7.43
557,3041,揚智,"2,854,828","1,492","77,411,420",27.10,27.35,26.85,27.25,+,0.5,27.25,2,27.30,13,0.00
558,3042,晶技,"6,388,134","4,051","607,322,959",94.20,96.00,93.70,95.10,+,2.3,95.10,87,95.20,3,23.25
559,3043,科風,"551,396",176,"2,445,114",4.60,4.60,4.36,4.36,-,0.19,4.35,13,4.36,86,0.00
560,3044,健鼎,"3,406,174","2,265","460,526,331",136.00,136.50,134.50,135.00, ,0.0,135.00,95,135.50,10,11.59
561,3045,台灣大,"3,289,110","2,256","325,328,019",98.80,99.20,98.60,99.20,+,0.6,99.10,1,99.20,28,23.02
562,3046,建碁,"168,075",129,"2,703,487",16.40,16.60,15.75,16.00,-,0.75,16.00,8,16.15,1,0.00
563,3047,訊舟,"2,882,126","1,118","36,946,715",12.45,13.10,12.35,13.10,+,0.7,13.05,3,13.10,26,22.59
564,3048,益登,"10,503,737","4,826","269,830,786",26.45,26.50,25.20,25.60,-,0.85,25.55,23,25.60,16,10.62
565,3049,和鑫,"3,263,293",936,"34,977,564",10.75,10.85,10.60,10.60,-,0.1,10.60,136,10.65,4,23.56
566,3050,鈺德,"3,549,747","1,402","62,922,297",17.00,18.10,17.00,17.65,+,0.8,17.60,26,17.65,98,28.93
567,3051,力特,"360,720",145,"2,488,279",6.95,7.00,6.82,6.95,-,0.01,6.90,5,6.95,37,0.00
568,3052,夆典,"739,188",305,"9,864,898",13.40,13.45,13.25,13.30, ,0.0,13.30,12,13.35,41,5.06
569,3054,立萬利,"10,009",13,"223,148",22.30,22.30,22.25,22.25,+,0.2,22.00,1,22.15,2,0.00
570,3055,蔚華科,"193,831",173,"5,910,877",30.40,30.75,30.20,30.60,+,0.2,30.55,11,30.60,2,76.50
571,3056,總太,"402,772",334,"16,192,911",40.10,40.50,40.10,40.20, ,0.0,40.20,22,40.25,12,32.68
572,3057,喬鼎,"96,204",260,"979,701",10.20,10.25,10.10,10.15,+,0.05,10.10,19,10.15,4,0.00
573,3058,立德,"1,404,976",693,"18,430,138",13.20,13.25,13.00,13.05,+,0.05,13.05,3,13.10,38,0.00
574,3059,華晶科,"1,647,441","1,093","57,001,690",34.40,34.90,34.30,34.50,+,0.4,34.50,22,34.55,11,75.00
575,3060,銘異,"452,695",372,"6,507,857",14.30,14.45,14.30,14.35,+,0.15,14.35,8,14.40,11,0.00
576,3062,建漢,"2,376,828","1,087","46,834,815",19.70,19.95,19.40,19.60, ,0.0,19.60,1,19.65,21,0.00
577,3090,日電貿,"1,480,604",970,"78,770,366",53.60,53.90,52.70,53.00,-,0.6,53.00,48,53.10,16,17.15
578,3094,聯傑,"5,241,883","2,844","147,948,805",28.20,28.95,27.45,28.80,+,0.6,28.70,1,28.80,3,70.24
579,3130,一零四,"9,329",25,"1,543,842",166.50,166.50,163.00,164.00,-,3.5,163.00,1,165.00,1,21.03
580,3138,耀登,"968,496","2,715","452,468,856",491.50,498.00,442.50,454.00,-,30.0,453.50,3,454.00,2,213.15
581,3149,正達,"1,991,307","1,163","56,663,343",28.85,28.95,28.05,28.05,-,0.55,28.05,73,28.10,3,0.00
582,3164,景岳,"85,216",92,"1,952,826",22.65,23.10,22.65,23.00,+,0.25,23.00,12,23.10,5,40.35
583,3167,大量,"395,229",294,"22,115,320",55.90,56.60,55.50,56.30, ,0.0,56.10,12,56.30,4,10.76
584,3189,景碩,"9,465,852","6,768","883,664,634",90.50,95.40,90.40,94.90,+,5.3,94.80,5,94.90,104,79.08
585,3209,全科,"1,174,177",690,"29,375,489",25.15,25.20,24.90,25.05,-,0.1,25.05,26,25.10,53,10.80
586,3229,晟鈦,"92,064",90,"579,118",6.46,6.48,6.20,6.38,-,0.06,6.30,1,6.38,2,0.00
587,3231,緯創,"11,440,770","4,634","368,503,342",32.30,32.45,32.05,32.10,+,0.1,32.10,68,32.15,157,9.73
588,3257,虹冠電,"448,866",432,"37,280,426",83.70,84.20,82.30,82.60,-,0.5,82.60,54,82.70,11,24.95
